ID;Nombres_adultes;Nombre_personnes_foyer;Age_2eme_personne;Note_credit;Encours_credit;ID_PP;Encours_credit_habitat;Montant_flux_crediteur_M1;Montant_obligations;Montant_operation_crediteur_DAV_M1;Montant_operation_crediteur_DAV_M;Montant_operation_debiteur_DAV_M1;Montant_operation_debiteur_DAV_M;Montant_retrait_carte_M;Montant_retrait_carte_M1;CSP;Nombre_retrait_carte_M1;Nombre_retrait_carte_M1.1;Quantité_obligations;Nombre_connexion_appli_6M;Nombre_de_connexion_appli_semaine_6M;Nombre_connexion_site_6M;Duree_connexion_moyenne_6M;Montant_flux_crediteur_M;Montant_pret_banque;Output
17;2.061312801;3.936728883;39.60238248;6.717065353;195776.6014;28fc5ee2d195546abc8cb618ec5648c189965810;195205.3412;1492.431275;9199.593736;108.2900562;2377.776967;-254.7022003;1825.476959;-15.38732334;-20.5802357;CSP-;-0.006969845;-0.005344098;28533.46613;40.27121821;39.79111884;49.86372734;76.13586253;3531.021783;128382.1658;FAUX
18;1.056078112;0.932082689;3.405226608;0.416659367;6453.572976;111ed7d03abc806b8a75e95aa23dbfeea59a7f94;5545.990247;3862.876672;13982.54796;626.2970842;1709.728924;2765.756482;4304.474741;20.18989557;30.54155258;CSP+;0.027026383;0.07746971;356917.1329;1.70922027;3.230785728;4.416644251;-1.978356374;-493.975651;127499.441;FAUX
19;0.959467322;3.812157232;-0.7418851;6.088163311;56261.57983;70c689baf30fef0b45ba978415ce04905b6f746c;55776.23349;3002.509414;4554.416771;-6373.085232;45711.70765;-6779.319759;-1773.272335;10.96186302;6.708532933;CSP-;0.05467889;0.112804915;147426.5564;5.406405731;6.381980097;7.88454526;-24.46896862;47.22258651;60948.59044;FAUX
20;0.981587796;0.910819321;-1.958592344;6.256686973;90955.49875;1c8e81842d25e0f3a38c26402827ed964146055e;89959.0852;-4301.389905;9097.951922;-1345.693449;521.2791901;-1730.440806;1126.892237;-19.21426092;-4.199571112;CSP+;-0.125754947;-0.102870092;27342.92054;38.48670913;41.3804333;40.36215078;18.29537386;-1126.623632;93180.07836;FAUX
21;1.075834603;3.004604172;2.510046635;6.591664772;154574.7116;07b22b6fb199dacf01ac0299657818df75137301;154254.2543;15192.18898;8686.570764;-2933.077024;1276.490732;1901.983014;1367.45735;12.67270247;12.9109584;CSP+;0.034777147;0.040285345;302037.1083;-2.578536429;-1.583672614;-2.104590624;17.22093156;27.18013809;123655.1323;FAUX
22;2.003896419;4.105480653;38.56050896;6.59795193;218723.563;a531b7a1810997c2f45bd8016f33357fcd789432;218715.3055;5244.437155;-2339.251419;5464.859924;4167.52046;7863.442325;-1480.390836;7.920394262;14.93334898;CSP-;0.024887219;0.102358803;-218058.706;-7.944077462;-9.015058083;-12.60025205;188.7667161;1517.156002;214213.5632;FAUX
23;1.977369738;1.885309098;33.15823559;6.5720398;200907.3548;03e027304c191d7ab692b9fd24286e13e7c7ea04;200905.2615;3458.419189;1114.258478;-109.8675411;2164.586711;-368.6691092;9572.154072;-14.29170494;-4.382146309;CSP+;0.005966604;-0.075138001;148675.2059;15.39841469;19.76511786;22.5293924;479.1204694;2176.828775;134950.9132;VRAI
24;1.999940257;3.996556673;45.71285641;7.739039868;305896.8876;74b69c3d1488eed80090e7d1309cbb4ec16119c0;305463.2922;6008.755892;-5341.334006;2943.099191;-234.2294943;3482.204769;3936.175909;6.633894146;109.5750365;CSP+;-0.122046003;-0.131750197;-138804.5997;19.2701962;14.82700679;19.29192543;103.6393521;2436.548949;130462.0369;FAUX
25;0.924713839;0.882947979;-3.820445934;12.7872159;99711.70943;63c6e2ed4afb7cbe9da3e3455b46ac4781af21ac;86608.8243;1602.797079;21039.07026;3915.742254;650.2295925;5054.206321;741.6396347;5.436103083;-23.4562208;CSP-;0.991255609;1.005763485;-311551.7034;3.484182348;0.085919863;1.006355557;-11.40619242;1502.207324;24977.07762;FAUX
26;2.095687774;2.105370593;75.36733735;0.848960328;16765.00666;55ba67eddc2c14aede66e75534609de9a3d790a9;15946.01846;-1418.283732;40586.98457;-1597.925845;-482.4713749;-2349.6138;2452.225556;-9.275541592;-1.68970012;CSP-;-0.00332967;-0.050850535;-38813.42811;1.939834791;2.089007014;3.628721021;9.125181878;2231.306469;131710.959;FAUX
27;1.038034318;1.221936145;1.473755508;0.09083509;3681.37092;417e717626615ca26b416a69c0836e5377819cb9;3652.282305;293.228644;4805.889103;5467.245988;-3327.734957;2892.304911;120.3958262;-10.57046862;5.634343334;CSP-;-0.046764168;0.014864137;26570.82122;-4.133385013;-5.940132357;-7.233498806;-16.96435363;2051.289861;134685.1786;FAUX
28;2.015519811;2.066088256;36.02381787;6.380655221;268170.8295;e6709697a1ea9e41b532048439a008863ef16259;268565.3707;-3222.246044;-157.537483;4597.455037;1598.370621;4042.898924;-4424.620914;-2.979389453;106.1872327;CSP+;0.010467012;0.06735245;-8703.442965;32.86055544;51.97068611;68.3251738;163.1353461;1801.034408;145948.9809;FAUX
29;1.949802186;2.011463817;26.22139897;-0.084788466;-8676.908337;1bbb3d864f3b05d43738cfee97a1b655e8bdddb9;-8784.8945;32107.11645;884.9247529;30255.84603;13760.70244;41584.52589;10959.03125;25.52268052;7.40037609;CSP-;0.074554608;0.056081862;76150.95795;3.059851481;6.366906298;7.698082031;78.29011635;5177.905127;123777.001;FAUX
30;1.998692436;1.870891439;82.20393225;-0.327990275;-2517.34467;c368cc66aff85ee21a1a90964c611b23d15a2e12;-2604.063097;2827.502265;55905.62538;8462.073524;3906.248773;13465.85325;2562.307286;-9.799863566;-5.148267652;CSP+;-0.009946961;-0.028837239;1891140.581;93.2315132;80.12049747;100.3538028;268.0786508;4517.537171;136168.292;FAUX
31;1.02301462;1.840469313;2.781785362;-0.376991604;-10725.36276;64c1388016580c9d430e4ac66abfed8e554590b7;-10651.42907;245.4183072;12812.80506;1601.242328;-941.4257336;2118.271385;-5227.08719;-1.482080684;22.64491435;CSP+;-0.002868666;0.078633755;239924.8249;44.8049527;55.8624161;67.92921509;116.7464058;3058.07352;122591.4169;FAUX
32;2.091220833;2.040841045;44.86813345;6.902086604;79869.32047;edce351d531293c757cd941ccb3f088e4bdbcd48;79361.46546;1624.00627;-1427.192783;8469.291507;1508.679737;7780.929375;2905.382877;2.953743665;-14.79987402;CSP+;0.146218099;0.061234563;-99649.7809;5.001427151;7.096273488;9.696754662;15.26160657;9212.209307;130022.4815;VRAI
33;1.090984829;4.208369394;3.305300865;0.67595746;16603.60997;373b5531cad302aa03f23b48d6397abd6d229dac;15946.32129;4662.406853;6604.438179;-2082.573407;-1898.373637;-2324.907976;748.7515694;-29.66878325;1171.004066;CSP-;0.962339876;-0.071420457;-143931.0888;4.564835899;7.486261152;11.77190105;40.2655207;-397.171094;129486.9139;FAUX
34;0.954704529;0.883713401;-3.238223889;-0.379894584;-1037.311469;f7aa50882e7f9f7ecf9b615291aba2ec07b5d184;-439.2082502;5405.790267;6666.722331;1331.656329;2022.675153;461.9166123;-1097.026205;12.47110502;-3.31113837;CSP+;0.06705745;0.071965351;254693.8523;-1.917951439;-4.338619592;-5.987259915;-26.05299898;1804.930131;133877.6782;FAUX
35;0.976742639;1.041358876;-0.785582238;6.466722948;75502.49894;f8e324c396c74ec4735629778f199ec53f33932d;75808.84405;-1358.730248;4103.951726;-3438.656345;1459.001828;-2544.788102;2717.073868;6.680395836;26.23857071;CSP+;-0.079576551;-0.160840226;124662.368;147.7303522;138.3833363;179.630216;71.62193677;-147.164325;124945.2194;FAUX
36;2.010672261;1.928014708;61.02612075;0.263225572;13628.48072;3fcbdd6aa317624832939ba0c2d49a405cf767b3;13198.85555;4400.836814;9095.49049;6715.849001;-504.4958635;6234.154959;1158.200104;-16.2244478;-20.30207052;CSP-;-0.097026912;-0.03599958;192642.7677;21.74829823;22.77246552;21.79691328;49.55447609;482.2935576;139211.7501;FAUX
37;1.973672582;2.015381162;53.9338978;5.825195172;352258.4355;f4c51b511a4e6c07d44e01b06039fe8b7e25028f;352445.1457;5843.692877;-2089.502062;1499.416461;3345.036208;4892.587649;1176.694422;-6.907130867;2.065508128;CSP+;0.023352615;0.024824968;-75730.80648;8.329121054;12.18128042;15.36014406;-14.29700124;1120.572548;133370.1705;VRAI
38;1.010299415;0.847079871;1.485876677;-0.109753502;521.6690036;cc99a615753572fc273aef70d27eb452308dfccd;-114.8621626;-2834.79776;38561.42857;12146.40834;1495.643812;9221.712866;-3532.389041;6.610050803;-8.196600687;CSP+;0.129622697;0.101630729;106624.8618;3.313747927;7.460773884;9.4382924;-2.908995274;5721.515943;121368.2877;FAUX
39;2.061976558;4.09509671;40.66797548;12.71128289;220012.2619;d7e5cf3acde7e903e51723781f1f0dcdadafacee;209237.152;6390.587708;5317.059608;9633.573511;3066.610165;10879.90143;10052.73263;-17.14980869;-0.075065513;CSP+;-0.037764315;-0.066097188;-62300.92766;33.31950538;37.66229408;40.95843692;14.84420152;2501.165902;138491.4418;FAUX
40;0.994607085;1.171905172;-2.988187292;6.959127761;18539.19497;dca444fdca4d09f37fed0df3e7424737c5139c99;14549.04177;-2067.35701;-1397.648323;4474.771154;1919.871501;3471.721752;-159.5256595;0.760729447;-16.51197111;CSP-;0.031160955;-0.00482226;-109507.4949;-3.086672178;-4.821788329;-3.937002627;15.72318214;4192.567282;134989.4938;FAUX
41;1.036005997;1.095152271;0.880244319;7.14459436;88068.07014;ef0cf8dd808f9f1486f633c5f24eb13135befd7c;87802.25904;108.1091736;-3970.317762;1657.382739;4533.122053;2811.816659;-4727.60274;15.8508671;11.41749538;CSP-;-0.029836859;0.038083808;68975.47188;188.5438388;343.8307289;446.2484282;20.96237411;1595.053084;128334.2813;FAUX
42;0.988606435;0.925300273;-0.955642658;6.937415791;161183.1246;561e619f97e83f323e71b3701dcbf2b826b8bdb8;161803.1293;705.1640797;1792.335029;2978.374435;5377.731241;3671.542184;8738.418857;-13.74609764;-15.17548042;CSP+;-0.028932205;-0.05446753;-168841.0567;31.03455723;34.40622537;46.76948961;39.23821542;5224.634596;117534.175;FAUX
43;2.010833424;3.975498809;45.95978997;0.495182702;1328.296901;3fcc0decf36f141cdbac28ab578f885ac9d1b398;938.7151512;6318.738074;407.7442569;773.2225025;1975.94057;-1322.678186;-1151.945498;-3.112615446;24.9496913;CSP-;0.0862301;0.114060484;-16630.61337;7.168998169;3.980646389;6.6459927;38.73949243;1118.601308;126649.3406;VRAI
44;1.048369497;1.087164452;1.012524604;0.085192813;11028.74536;0e2ed1d2b9ef147bf0b44bfb10e1826b52a018ff;10436.38549;-1302.003919;8865.802293;4306.78202;948.6149329;4244.437805;2016.494531;17.30729128;4.560465858;CSP-;-0.000300535;0.028627476;304507.8373;8.616398005;8.247123227;10.55296408;3.717417454;652.0992204;140244.3403;FAUX
45;2.011765017;1.98918164;49.82898854;7.262091134;19729.19167;e4397e2495821f7157d97c8eb18eb868f598235d;18541.09267;1571.408171;1735.323358;5992.433015;4191.139642;5905.594181;8472.264028;6.668713622;13.04568307;CSP-;0.031638678;-0.063474447;115567.9623;-1.431692731;-1.20481741;-0.092800978;30.60567827;3529.37855;128482.3187;FAUX
46;0.999492463;0.990958282;-0.161259321;6.792606587;-4993.511231;390257833145bc5776858c030ba7bb5c99f871ca;-5951.822319;3819.125837;-1330.140091;710.7415827;1020.85532;-1368.81978;-3274.861161;-23.1426774;-10.6881643;CSP-;-0.083519006;-0.065920775;-357982.8661;-5.398576282;-8.185945648;-11.68730634;-21.28737933;1627.573588;122150.0764;FAUX
47;1.040345308;1.125348195;2.295305911;7.273624395;63254.06811;4fc3420189cdbbc2a68db4473f60ca59ff07de93;63208.19145;910.8002994;-180.9075795;686.8229996;-1210.550287;6673.197956;-2276.75513;-14.51699692;-6.659864591;CSP+;-0.060302566;0.016984012;175652.5854;20.00507461;22.04231576;38.46989424;246.0734937;-580.0247649;126429.9454;FAUX
48;2.086143861;2.173769003;60.26277812;7.553568723;23243.90758;3dc8996f78cd9d25baa9aea9bb11f657d7d6f542;19344.952;-3407.644825;4584.936097;1718.095649;-321.5071639;948.967896;-2378.469151;5.05874982;-4.550620176;CSP-;-0.118987595;-0.044436855;-38491.51878;-0.193101467;-4.706056863;-5.900658632;7.641230716;1492.370375;4371.531124;FAUX
49;1.000465589;1.030804868;-1.250180458;-0.069212598;419.7179547;1829604f367525d2b5d8961dcd4c309a6bdf33d4;-112.5947397;1787.375295;37816.16379;1346.391774;5644.754915;-1301.152076;-2361.693986;19.29948735;-5.073237363;CSP+;-0.001245025;-0.028945511;700773.0008;18.50393964;34.04901009;42.41799135;316.4979223;2056.542965;128142.1232;FAUX
50;1.988891215;2.885598708;41.7452982;5.781410582;200662.6073;47152755daf62511f0277f6a0f146626ee2e1a5e;201443.7972;281.3301575;-1315.682383;-2879.563068;1915.336709;4430.771232;2122.058797;9.422122622;14.24813035;CSP+;0.055291972;0.021306193;-245401.8111;30.81315083;34.42664405;48.04427728;13.77591192;-71.24305795;128609.826;VRAI
51;2.040191138;2.115165978;72.4692393;-0.092161636;18819.61043;fbd0203c3acb2a76702e01430d034e76e47de1c6;18985.61095;-9.914300542;3661.19335;1354.760914;1221.471982;619.343293;7363.357386;1.657999983;9.92753603;CSP+;-0.033059644;-0.063189;311318.3048;58.39362378;50.40000293;67.72554392;197.1699211;2895.899266;134665.0281;FAUX
52;0.913975093;0.870957666;-2.387954556;-0.240728214;-11108.10977;c86277e4917871b14ba1902c39478118417e3f43;-11509.36279;-2148.997014;71522.92157;2125.100837;1252.959365;274.8584244;-6243.479542;1.693857226;-7.593218837;CSP-;0.075603747;1.144927563;7167803.692;8.779689954;7.009950931;6.451566757;68.16462209;-259.1643898;127831.1006;FAUX
53;2.037422717;7.116264363;44.57901174;0.140943107;5555.42101;b9410cbbd185aace26bf1a93920ceb3123b8631c;5458.260314;2666.499745;7445.276513;2351.069572;1528.995436;1669.366139;-1139.53804;-5.418249563;-15.18216314;CSP-;-0.021019908;0.028893051;-35411.42013;23.08280094;30.40838401;32.66534691;40.11429634;3135.725664;127696.0613;VRAI
54;1.048420433;1.03540279;2.860483744;0.328075702;16191.96599;b13fe8b07559940fbf7ca72dda5c70e26260abe8;16100.143;-5902.829016;9744.126748;6369.771453;931.7304172;5725.279262;-1451.968059;0.953662512;-2.586141734;CSP+;-0.059111574;-0.080360623;118019.2961;0.508455543;0.40684835;0.913593406;4.410349181;5126.400593;136681.1732;FAUX
55;1.974378895;4.0423251;32.42026369;12.76306213;14142.18535;d5488a91898d70acff051a14494ca5779c1d217e;14655.07398;7211.025926;8193.976105;2146.928935;1411.267387;1453.968816;3637.707194;5.123602657;-3.856195064;CSP+;-0.013561889;-0.144292401;306382.4378;-1.43064923;3.853560983;2.779563781;53.7829983;593.0993398;125874.271;FAUX
56;1.048095934;3.083436485;2.414407412;0.248631869;-449.8918294;63c4ed9dfe8854b2639d29b35a3423a1611f2942;-168.3037309;3874.584885;6283.61799;-2357.108645;749.398037;2852.684166;4227.730176;6.118635337;7.451820179;CSP-;0.060667638;-0.043581194;-94587.03782;-0.969686548;-3.958609262;-5.398096348;-1.395020773;418.9318528;125628.3717;FAUX
57;1.968429455;1.889335533;22.99289769;6.375691873;172471.2219;606b5a82ba0beaf59cf488a3e07260e2a87cbb62;172202.9904;-1108.720904;-1926.109402;11729.47104;3231.673044;11295.86157;606.8508338;4.579124836;-12.65135108;CSP-;0.077713181;-0.00026612;-218432.3632;2.829203572;6.661207309;7.125594105;111.995631;12048.85907;180537.8486;FAUX
58;2.03813983;5.122668626;38.69751238;-0.15894677;235.2920735;4f7dd3d6de0bf5db74f6b384a4fe7182953feff4;778.3100119;9622.68453;13619.04256;2224.212872;-506.3945064;4275.62234;3747.435366;-5.075939964;13.97060112;CSP-;0.013520344;-0.128692311;197134.6381;1.039606753;0.305654127;0.017193256;-3.538088854;-899.4542586;122433.7243;FAUX
59;2.040885624;2.122756788;56.32313249;6.448295906;103060.275;3b33f501104862dc589c521d761e915bc72c4100;103484.5288;-613.4997687;82.62080913;-554.6840217;3815.455216;357.4967695;-4818.434877;-8.259705833;8.831281251;CSP-;0.008333269;0.008078339;-42476.82516;1.688504898;2.089963915;1.757288155;-16.87862654;144.9736508;131429.5027;FAUX
60;2.052892658;2.04162668;32.59150787;-0.281794512;-11498.64027;5b707586811351c88892e9e8d798101e67d82054;-11612.31054;3585.79913;11268.2887;1993.013573;1544.862133;4249.430561;-40.21729098;3.736263931;-9.115478041;CSP-;-0.065285569;-0.012614591;66731.71583;111.5646183;143.2505414;185.7187068;24.59417324;3577.342878;125145.3198;FAUX
61;1.979514913;3.086537807;31.70037613;-0.089020947;-4485.638852;a903be3fa4838f2556fc587828d8865e2349cee9;-4070.660778;2237.436008;-964.7350935;-275.0493717;-17.42331704;348.4490768;3364.042381;-1.730547338;-14.66000474;CSP-;-0.053413743;-0.0064949;-24504.89087;13.78283854;20.5735205;22.04753937;156.7354059;898.8075659;123415.5531;FAUX
62;2.030468753;4.329414304;32.64383654;6.254729708;272362.48;71a1a1a7b7e2e469443eeec55bf138849506de0f;272613.2165;6255.142731;13893.74725;13078.06131;11012.61176;10006.46388;6709.804187;-1.459957694;-4.365259847;CSP+;-0.12451213;-0.113952198;184380.0599;-6.249369586;-6.191158108;-8.70676596;173.6865201;17609.62738;275347.9404;FAUX
63;2.078414917;2.104596437;58.17766606;6.69819161;86468.06056;49eafd9bc5ab097c335961eb79a675fc10e932a2;86615.94055;-1134.212754;-5726.988453;3743.152188;2405.315604;2567.192426;3449.803881;4.327755935;4.802433058;CSP+;0.046893248;0.054469027;-180440.0191;-0.428509465;-3.492893193;-3.876748996;519.5601439;3153.84917;126341.7018;VRAI
64;1.019453318;1.034221295;1.12861037;-0.339359909;-2061.930592;c389f07915e85a23940deb3dd8176d948e11054d;-2066.408108;4814.99372;13311.54415;5661.997608;2128.291147;2736.349669;2146.636878;1.78325263;22.48861424;CSP+;0.158737439;0.16818767;90321.91947;82.43032791;113.6999003;149.8063375;52.94900751;1243.730662;128463.2033;FAUX
65;2.010390886;1.986199107;52.32028233;-0.380614927;-4026.168115;20c28759d38faa7ee51e0e9029e81ebad2d866cf;-3592.464158;2981.561199;8943.606018;1085.957902;67.02789794;662.0025503;5809.277043;5.276226238;-0.736586729;CSP-;0.036922442;-0.087898761;34879.77804;14.08891426;18.28837623;28.04110782;28.34862531;-58.71039024;137762.4589;VRAI
66;2.008407853;4.944079821;37.95197566;0.34048255;1935.356711;96f80b09a9cc675f4ba79c0a612fa79e918648dd;1677.115565;8867.267138;3658.01012;2154.381586;2054.161519;39.11415264;4841.537934;1150.625331;1188.808936;CSP-;6.891441175;10.93690762;276144.4963;4.841528903;6.140527497;9.408738696;-4.087833266;513.6621276;129918.3842;FAUX
67;2.053514069;5.126385208;41.05867227;13.55905297;427159.2712;f3794cf6d3a445657b7dffce38e18cca0f7a2d59;410520.5178;10193.88646;5736.190927;20124.89762;34911.74707;6167.559794;17832.91393;5.061468024;-12.2922846;CSP+;-0.055326139;1.973013234;199506.3363;4.633303088;8.013665484;10.03913128;-10.53725607;17071.6522;430739.4719;VRAI
68;2.051547954;4.133836282;39.4505702;7.328047312;44892.61054;f6501fc54ea1c6dc30da5c7f605e6ca5964440e7;43867.59935;-3300.095398;4803.419685;-4911.002873;1755.628383;-4722.174585;155.7443685;-6.973889639;-13.19488133;CSP+;-0.111512483;-0.148656262;-117225.8132;-0.538529806;4.039622746;4.586907456;67.39916385;-1315.215567;126372.3497;FAUX
69;1.895020438;1.853868358;61.79114967;5.780987745;11414.52164;81f6cab42a8511c392d59189a971e7efa120c885;-7204.250853;5089.756086;-1093.704927;43457.68137;-582.4334459;47041.58541;6239.857021;-15.21524689;3.846764629;CSP-;0.025494823;0.15653364;137665.1089;15.14983896;14.55413326;16.84304114;66.95667907;16643.03111;17953.9767;VRAI
70;1.913735482;1.950669812;25.82687343;6.197439594;200732.493;b1d86f0818b34491302130e37b6cb630a7d0f1e0;200983.9225;2529.464564;-3604.594812;34.74208888;1535.633161;-680.1109076;4960.980747;5.232245644;18.95702255;CSP+;0.06556734;0.070675699;-263271.0412;3.945618016;2.810698082;3.373091511;6.347129344;1752.011636;133295.9218;VRAI
71;0.984898774;1.014981947;-0.499287794;-0.144194113;-12390.0368;c58496d7713e8aab69a600d99aac5a56bbb54576;-12823.02876;804.0910596;95175.86717;2234.617212;-1492.628711;2692.720156;4125.930272;6.90770636;15.86583126;CSP+;0.125694313;0.071272993;109105.2171;2.43629119;5.405390576;7.805360656;-9.556499756;959.2132005;124489.0406;FAUX
72;2.034706126;1.960708881;58.77551073;13.13759724;155022.0123;dba7b23a97b05cf0368628afb6896320d637cb82;147771.1747;-1029.262275;-756.6372421;4446.212307;4596.142082;2113.774415;854.1933144;1.822322318;-8.828538699;CSP-;-0.039152296;-0.000638489;31189.30868;9.21876167;12.72665694;15.8740007;11.88793341;3267.081793;128651.7186;VRAI
